,ID,Link,Title,Price,Location,Area,City,Scrapping_Date,Type_of_Agreement,Dwelling_Type,Elevator,Furnishing,Level,Parking_Space,Pets,Rooms_Number,Seller
300,ID16Bmer,https://www.olx.pl/d/oferta/wynajme-mieszkanie-kielce-kaczmarka-46m-kwadratowych-CID3-ID16Bmer.html,Wynajmę mieszkanie Kielce Kaczmarka 46m kwadratowych,1 800 zł,Kielce - Dzisiaj o 18:18,46 m²,kielce,2025-07-13 22:49:30,wynajem,block,yes,yes,10,belonging_on_street,no,2,private
301,ID14YWBi,https://www.olx.pl/d/oferta/miejsce-garazowe-w-plaza-tower-iii-dostepne-od-zaraz-CID3-ID14YWBi.html,Miejsce garażowe w Plaza Tower III – dostępne od zaraz,400 zł,Kielce - 30 czerwca 2025,27 m²,kielce,2025-07-13 22:49:30,wynajem,apartment,yes,yes,0,garage,yes,1,private
302,ID15UMF3,https://www.olx.pl/d/oferta/do-wynajecia-kielce-ul-okrzei-2-pokoje-53m2-CID3-ID15UMF3.html,"Do wynajęcia - Kielce, ul. Okrzei, 2 pokoje, 53m2",2 200 zł,Kielce - 07 lipca 2025,53 m²,kielce,2025-07-13 22:49:30,wynajem,block,,yes,0,,,2,private
303,ID4x2bM,https://www.olx.plhttps://www.otodom.pl/pl/oferta/j-gagarina-2-pokoje-w-scislym-centrum-garaz-ID4x2bM.html,"J. Gagarina, 2 pokoje w ścisłym centrum + garaż.",520 000 zł,Kielce - 02 lipca 2025,50 m² - 10400 zł/m²,kielce,2025-07-13 22:49:34,sprzedaz,,,,,,,,
304,ID4x8HE,https://www.olx.plhttps://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-2-pietro-osobna-kuchnia-ID4x8HE.html,"Gotowe do zamieszkania, 2 piętro, osobna kuchnia",579 000 zł,Kielce - 04 lipca 2025,"58,90 m² - 9830.22 zł/m²",kielce,2025-07-13 22:49:34,sprzedaz,,,,,,,,
305,ID4vZ4h,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-checinskiej-ID4vZ4h.html,2 pokojowe mieszkanie na Chęcińskiej,319 000 zł,Kielce - 07 lipca 2025,43 m² - 7418.6 zł/m²,kielce,2025-07-13 22:49:34,sprzedaz,,,,,,,,
306,IDYeCzs,https://www.olx.pl/d/oferta/wynajme-2-pokojowe-nowe-mieszkanie-o-wysokim-standardzie-z-ogrodkiem-CID3-IDYeCzs.html,"wynajmę 2 pokojowe, nowe mieszkanie o wysokim standardzie z ogródkiem.",3 300 zł,"Wrocław, Fabryczna - Odświeżono dnia 11 lipca 2025",43 m²,wroclaw,2025-07-13 22:49:38,wynajem,,,,,,,,
307,ID164Z1a,https://www.olx.pl/d/oferta/dwupokojowe-mieszkanie-45m2-ul-zlotnicka-CID3-ID164Z1a.html,Dwupokojowe mieszkanie 45m2 - ul. Złotnicka,2 300 zł,"Wrocław, Fabryczna - 03 lipca 2025",45 m²,wroclaw,2025-07-13 22:49:38,wynajem,,,,,,,,
308,ID16k1tf,https://www.olx.pl/d/oferta/kawalarka-z-balkonem-od-wrzesnia-ul-nyska-CID3-ID16k1tf.html,Kawalarka z balkonem od września ul. Nyska,2 600 zł,"Wrocław, Krzyki - 21 czerwca 2025",26 m²,wroclaw,2025-07-13 22:49:38,wynajem,,,,,,,,
309,ID166rqW,https://www.olx.pl/d/oferta/kawalerka-26m2-z-balkonem-dostepna-od-zaraz-bez-prowizji-fvat-CID3-ID166rqW.html,"Kawalerka 26m2 z balkonem, dostępna od zaraz, bez prowizji, FVAT",2 300 zł,"Wrocław, Stare Miasto - Odświeżono dnia 11 lipca 2025",26 m²,wroclaw,2025-07-13 22:49:38,wynajem,,,,,,,,
310,ID15PUNm,https://www.olx.pl/d/oferta/2-pokojowe-mieszkanie-z-klimatyzacja-kurkowa-14-od-zaraz-CID3-ID15PUNm.html,"2 pokojowe mieszkanie z klimatyzacją, Kurkowa 14 – od zaraz!",2 800 złdo negocjacji,"Wrocław, Fabryczna - Odświeżono dnia 11 lipca 2025",50 m²,wroclaw,2025-07-13 22:49:38,wynajem,,,,,,,,
311,ID4vMCK,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nadodrze-plac-sw-wincentego-gotowiec-ID4vMCK.html,Nadodrze / Plac św. Wincentego / gotowiec,569 000 zł,Wrocław - 24 czerwca 2025,43 m² - 13232.56 zł/m²,wroclaw,2025-07-13 22:49:41,sprzedaz,,,,,,,,
312,ID159YxH,https://www.olx.pl/d/oferta/mieszkanie-zakrzow-osiedle-jana-iii-sobieskiego-CID3-ID159YxH.html,Mieszkanie Zakrzów osiedle Jana III Sobieskiego,630 000 zł,"Wrocław, Psie Pole - Odświeżono dnia 12 lipca 2025",55 m² - 11454.55 zł/m²,wroclaw,2025-07-13 22:49:41,sprzedaz,,,,,,,,
313,ID4vWRx,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowoczesne-ciche-komfortowe-4-pokojowe-mieszkanie-z-balkonem-ID4vWRx.html,Nowoczesne/Ciche/Komfortowe 4-pokojowe mieszkanie z balkonem,845 000 zł,"Wrocław, Krzyki - Odświeżono dnia 08 lipca 2025",67 m² - 12611.94 zł/m²,wroclaw,2025-07-13 22:49:41,sprzedaz,,,,,,,,
314,ID4x8RK,https://www.olx.plhttps://www.otodom.pl/pl/oferta/jasna-kawalerka-z-widokiem-na-zielen-zaporoska-ID4x8RK.html,Jasna kawalerka z widokiem na zieleń | Zaporoska,349 000 zł,"Wrocław, Krzyki - 11 lipca 2025","26,21 m² - 13315.53 zł/m²",wroclaw,2025-07-13 22:49:41,sprzedaz,,,,,,,,
315,ID16vY8M,https://www.olx.pl/d/oferta/mieszkanie-do-remontu-CID3-ID16vY8M.html,Mieszkanie do remontu,550 000 zł,"Wrocław, Krzyki - Odświeżono dnia 12 lipca 2025",61 m² - 9016.39 zł/m²,wroclaw,2025-07-13 22:49:41,sprzedaz,,,,,,,,
316,ID4x3gu,https://www.olx.plhttps://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-dla-studenta-dla-pary-wroclaw-mlodnickiego-ID4x3gu.html,"ATRAKCYJNE mieszkanie DLA STUDENTA, DLA PARY Wrocław Młodnickiego",670 000 zł,"Wrocław, Śródmieście - 30 czerwca 2025","49,50 m² - 13535.35 zł/m²",wroclaw,2025-07-13 22:49:41,sprzedaz,,,,,,,,
317,ID16AQYV,https://www.olx.pl/d/oferta/mieszkanie-warszawa-3-pokoje-CID3-ID16AQYV.html,Mieszkanie Warszawa 3 pokoje,3 200 zł,"Warszawa, Białołęka - Dzisiaj o 11:04",60 m²,warszawa,2025-07-13 22:49:45,wynajem,,,,,,,,
318,ID16zaMI,https://www.olx.pl/d/oferta/wynajme-piekna-kawalerke-nowe-wlochy-CID3-ID16zaMI.html,Wynajmę piękną kawalerkę- Nowe Włochy,2 300 zł,"Warszawa, Białołęka - 11 lipca 2025",30 m²,warszawa,2025-07-13 22:49:45,wynajem,,,,,,,,
319,ID13jzFd,https://www.olx.pl/d/oferta/rezerwacja-mieszkanie-zarezerwowane-CID3-ID13jzFd.html,Rezerwacja - mieszkanie zarezerwowane,2 190 zł,"Warszawa, Ursus - Odświeżono dnia 11 lipca 2025",18 m²,warszawa,2025-07-13 22:49:45,wynajem,,,,,,,,
320,ID4xbSk,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowoczesny-apartament-z-duzym-balkonem-i-parkingiem-blisko-metra-ID4xbSk.html,Nowoczesny apartament z dużym balkonem i parkingiem / blisko METRA,3 000 zł,"Warszawa, Targówek - 08 lipca 2025",43 m²,warszawa,2025-07-13 22:49:45,wynajem,,,,,,,,
321,ID4xbTd,https://www.olx.plhttps://www.otodom.pl/pl/oferta/cztery-pokoje-z-miejscem-postojowym-ID4xbTd.html,cztery pokoje z miejscem postojowym,7 900 zł,"Warszawa, Mokotów - 08 lipca 2025",127 m²,warszawa,2025-07-13 22:49:45,wynajem,,,,,,,,
322,ID16y88D,https://www.olx.pl/d/oferta/2-pokojowe-mieszkanie-na-wynajem-na-ochocie-idealne-dla-studentow-CID3-ID16y88D.html,"2-pokojowe mieszkanie na wynajem na Ochocie, idealne dla studentow",3 900 zł,"Warszawa, Ochota - 09 lipca 2025",34 m²,warszawa,2025-07-13 22:49:45,wynajem,,,,,,,,
323,IDXjgjf,https://www.olx.pl/d/oferta/duza-kawalerka-sadyba-mokotow-z-widokiem-na-park-CID3-IDXjgjf.html,Duża kawalerka Sadyba Mokotów z widokiem na park,2 450 zł,"Warszawa, Mokotów - Dzisiaj o 07:54",27 m²,warszawa,2025-07-13 22:49:45,wynajem,,,,,,,,
324,ID16r4Fb,https://www.olx.pl/d/oferta/mieszkanie-z-garazem-na-goclawiu-bez-posrednikow-CID3-ID16r4Fb.html,Mieszkanie z garażem na Gocławiu. Bez pośredników.,892 000 zł,"Warszawa, Praga-Południe - Odświeżono Dzisiaj o 12:36",51 m² - 17490.2 zł/m²,warszawa,2025-07-13 22:49:50,sprzedaz,,,,,,,,
325,ID4vVLp,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3pokoje-2-balkony-garderoba-jasne-przestronne-gotowe-2025-ID4vVLp.html,"✅ 3pokoje | 2 BALKONY,  GARDEROBA |Jasne, przestronne❗️ GOTOWE 2025 ❗️",932 000 zł,"Warszawa, Włochy - 04 lipca 2025","59,13 m² - 15761.88 zł/m²",warszawa,2025-07-13 22:49:50,sprzedaz,,,,,,,,
326,ID4vzjR,https://www.olx.plhttps://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokoje-40-5-m-po-generalnym-remoncie-ID4vzjR.html,"Sprzedam mieszkanie 2 pokoje, 40,5 m², po generalnym remoncie",760 000 zł,"Warszawa, Wola - Odświeżono dnia 28 czerwca 2025","40,50 m² - 18765.43 zł/m²",warszawa,2025-07-13 22:49:50,sprzedaz,,,,,,,,
327,ID162YkQ,https://www.olx.pl/d/oferta/gotowe-do-zamieszkania-3-pok-z-klimatem-przy-parku-grochowska-44-CID3-ID162YkQ.html,Gotowe do zamieszkania | 3 pok z klimatem | przy parku | Grochowska 44,1 180 000 złdo negocjacji,"Warszawa, Praga-Południe - Odświeżono dnia 03 lipca 2025","68,53 m² - 17218.74 zł/m²",warszawa,2025-07-13 22:49:50,sprzedaz,,,,,,,,
328,ID4wP8U,https://www.olx.plhttps://www.otodom.pl/pl/oferta/wygodne-i-w-pelni-umeblowane-mieszkanie-68m2-ID4wP8U.html,Wygodne i w pełni umeblowane mieszkanie - 68m2,1 470 000 zł,"Warszawa, Mokotów - Odświeżono dnia 12 lipca 2025",68 m² - 21617.65 zł/m²,warszawa,2025-07-13 22:49:50,sprzedaz,,,,,,,,
329,ID16z5cD,https://www.olx.pl/d/oferta/studio-mieszkanie-mokotow-CID3-ID16z5cD.html,Studio mieszkanie/Mokotów,2 750 zł,"Warszawa, Mokotów - Odświeżono Dzisiaj o 08:49",23 m² - 119.57 zł/m²,warszawa,2025-07-13 22:49:50,sprzedaz,,,,,,,,
330,ID16b6fS,https://www.olx.pl/d/oferta/sprzedam-mieszkanie-80m-CID3-ID16b6fS.html,Sprzedam mieszkanie 80m,1 490 000 złdo negocjacji,"Warszawa, Ursynów - 11 lipca 2025",80 m² - 18625 zł/m²,warszawa,2025-07-13 22:49:50,sprzedaz,,,,,,,,
331,ID4xawx,https://www.olx.plhttps://www.otodom.pl/pl/oferta/blisko-metro-przy-sggw-ladne-ustawne-3-pokoje-z-oddzielna-kuchnia-ID4xawx.html,"Blisko METRO + przy SGGW - ładne, ustawne 3 pokoje z oddzielną kuchnią",890 000 zł,"Warszawa, Ursynów - 08 lipca 2025","61,60 m² - 14448.05 zł/m²",warszawa,2025-07-13 22:49:50,sprzedaz,,,,,,,,
332,ID4x7qx,https://www.olx.plhttps://www.otodom.pl/pl/oferta/ul-uznamska-roza-wiatrow-mieszkanie-przy-cichej-ulicy-ID4x7qx.html,"ul. Uznamska ""Róża Wiatrów"" | Mieszkanie przy cichej ulicy",870 000 zł,"Warszawa, Targówek - 03 lipca 2025","55,30 m² - 15732.37 zł/m²",warszawa,2025-07-13 22:49:50,sprzedaz,,,,,,,,
333,ID4vVZn,https://www.olx.plhttps://www.otodom.pl/pl/oferta/bliska-wola-ul-anielewicza-wyjatkowy-apartament-ID4vVZn.html,"Bliska Wola ul. Anielewicza,wyjątkowy apartament",1 050 000 zł,"Warszawa, Wola - Odświeżono dnia 08 lipca 2025","55,50 m² - 18918.92 zł/m²",warszawa,2025-07-13 22:49:50,sprzedaz,,,,,,,,
